sec , time , count(in)(line0) , count(out)(line0) , total_count(in)(line0) , total_count(out)(line0)
231 , 2023-07-05 11:51:13.709563 , 0 , 1 , 23 , 20
232 , 2023-07-05 11:51:16.303034 , 0 , 0 , 23 , 20
233 , 2023-07-05 11:51:18.672157 , 0 , 0 , 23 , 20
234 , 2023-07-05 11:51:21.122042 , 0 , 0 , 23 , 20
235 , 2023-07-05 11:51:23.540003 , 0 , 0 , 23 , 20
236 , 2023-07-05 11:51:25.901870 , 0 , 1 , 23 , 21
237 , 2023-07-05 11:51:28.232267 , 0 , 0 , 23 , 21
238 , 2023-07-05 11:51:30.579415 , 0 , 0 , 23 , 21
239 , 2023-07-05 11:51:32.929632 , 0 , 0 , 23 , 21
240 , 2023-07-05 11:51:35.236654 , 0 , 0 , 23 , 21
241 , 2023-07-05 11:51:37.599085 , 0 , 0 , 23 , 21
242 , 2023-07-05 11:51:39.951343 , 0 , 0 , 23 , 21
243 , 2023-07-05 11:51:42.275195 , 0 , 0 , 23 , 21
244 , 2023-07-05 11:51:44.607792 , 0 , 0 , 23 , 21
245 , 2023-07-05 11:51:46.917520 , 0 , 0 , 23 , 21
246 , 2023-07-05 11:51:49.216913 , 0 , 0 , 23 , 21
247 , 2023-07-05 11:51:51.539305 , 0 , 0 , 23 , 21
248 , 2023-07-05 11:51:53.850279 , 0 , 0 , 23 , 21
249 , 2023-07-05 11:51:56.154840 , 0 , 0 , 23 , 21
250 , 2023-07-05 11:51:58.493782 , 0 , 0 , 23 , 21
251 , 2023-07-05 11:52:00.759733 , 0 , 0 , 23 , 21
252 , 2023-07-05 11:52:03.009073 , 0 , 0 , 23 , 21
253 , 2023-07-05 11:52:05.293368 , 0 , 0 , 23 , 21
254 , 2023-07-05 11:52:07.563988 , 0 , 0 , 23 , 21
255 , 2023-07-05 11:52:09.895279 , 0 , 1 , 23 , 22
256 , 2023-07-05 11:52:12.222008 , 0 , 0 , 23 , 22
257 , 2023-07-05 11:52:14.586592 , 0 , 0 , 23 , 22
